agent;timestep;position;direction;status;given_command
0;0;None;n;waiting;wait
1;0;None;n;waiting;wait
2;0;None;n;waiting;wait
3;0;None;w;waiting;wait
4;0;None;n;waiting;wait
5;0;None;s;waiting;wait
6;0;None;e;waiting;wait
7;0;None;n;waiting;wait
8;0;None;w;waiting;wait
9;0;None;s;waiting;wait
0;1;None;n;waiting;wait
1;1;None;n;waiting;wait
2;1;None;n;waiting;wait
3;1;None;w;waiting;wait
4;1;None;n;waiting;wait
5;1;None;s;waiting;wait
6;1;None;e;waiting;wait
7;1;None;n;waiting;wait
8;1;None;w;waiting;wait
9;1;None;s;waiting;wait
0;2;None;n;waiting;wait
1;2;None;n;waiting;wait
2;2;None;n;waiting;wait
3;2;None;w;waiting;wait
4;2;None;n;waiting;wait
5;2;None;s;waiting;wait
6;2;None;e;waiting;wait
7;2;None;n;waiting;wait
8;2;None;w;waiting;wait
9;2;None;s;waiting;wait
0;3;None;n;waiting;wait
1;3;None;n;waiting;wait
2;3;None;n;waiting;wait
3;3;None;w;waiting;wait
4;3;None;n;waiting;wait
5;3;None;s;waiting;wait
6;3;None;e;waiting;wait
7;3;None;n;waiting;wait
8;3;None;w;waiting;wait
9;3;None;s;waiting;wait
0;4;None;n;waiting;wait
1;4;None;n;waiting;wait
2;4;None;n;waiting;wait
3;4;None;w;waiting;wait
4;4;None;n;waiting;wait
5;4;None;s;waiting;wait
6;4;None;e;waiting;wait
7;4;None;n;waiting;wait
8;4;None;w;waiting;wait
9;4;None;s;waiting;wait
0;5;None;n;waiting;wait
1;5;None;n;waiting;wait
2;5;None;n;waiting;wait
3;5;None;w;waiting;wait
4;5;None;n;waiting;wait
5;5;None;s;waiting;wait
6;5;None;e;waiting;wait
7;5;None;n;waiting;wait
8;5;None;w;waiting;wait
9;5;None;s;waiting;wait
0;6;None;n;waiting;wait
1;6;None;n;waiting;wait
2;6;None;n;waiting;wait
3;6;None;w;waiting;wait
4;6;None;n;waiting;wait
5;6;None;s;waiting;wait
6;6;None;e;waiting;wait
7;6;None;n;waiting;wait
8;6;None;w;waiting;wait
9;6;None;s;waiting;wait
0;7;None;n;waiting;wait
1;7;None;n;waiting;wait
2;7;None;n;waiting;wait
3;7;None;w;waiting;wait
4;7;None;n;waiting;wait
5;7;None;s;waiting;wait
6;7;None;e;waiting;wait
7;7;None;n;waiting;wait
8;7;None;w;waiting;wait
9;7;None;s;waiting;wait
0;8;None;n;waiting;wait
1;8;None;n;waiting;wait
2;8;None;n;waiting;wait
3;8;None;w;waiting;wait
4;8;None;n;waiting;wait
5;8;None;s;waiting;wait
6;8;None;e;waiting;wait
7;8;None;n;waiting;wait
8;8;None;w;waiting;wait
9;8;None;s;waiting;wait
0;9;None;n;waiting;wait
1;9;None;n;waiting;wait
2;9;None;n;waiting;wait
3;9;None;w;waiting;wait
4;9;None;n;waiting;wait
5;9;None;s;waiting;wait
6;9;None;e;waiting;wait
7;9;None;n;waiting;wait
8;9;None;w;waiting;wait
9;9;None;s;waiting;wait
0;10;None;n;waiting;wait
1;10;None;n;waiting;wait
2;10;None;n;waiting;wait
3;10;None;w;waiting;wait
4;10;None;n;waiting;wait
5;10;None;s;waiting;wait
6;10;None;e;waiting;wait
7;10;None;n;waiting;wait
8;10;None;w;waiting;wait
9;10;None;s;waiting;wait
0;11;None;n;waiting;wait
1;11;None;n;waiting;wait
2;11;None;n;waiting;wait
3;11;None;w;waiting;wait
4;11;None;n;waiting;wait
5;11;None;s;waiting;wait
6;11;None;e;waiting;wait
7;11;None;n;waiting;wait
8;11;None;w;ready to depart;move_forward
9;11;None;s;waiting;wait
0;12;None;n;waiting;wait
1;12;None;n;waiting;wait
2;12;None;n;waiting;wait
3;12;None;w;waiting;wait
4;12;None;n;waiting;wait
5;12;None;s;waiting;wait
6;12;None;e;waiting;wait
7;12;None;n;waiting;wait
8;12;(48, 26);w;moving;move_forward
9;12;None;s;waiting;wait
0;13;None;n;ready to depart;move_forward
1;13;None;n;waiting;wait
2;13;None;n;waiting;wait
3;13;None;w;waiting;wait
4;13;None;n;waiting;wait
5;13;None;s;waiting;wait
6;13;None;e;waiting;wait
7;13;None;n;waiting;wait
8;13;(48, 25);w;moving;move_forward
9;13;None;s;waiting;wait
0;14;(74, 62);n;moving;move_forward
1;14;None;n;waiting;wait
2;14;None;n;waiting;wait
3;14;None;w;waiting;wait
4;14;None;n;waiting;wait
5;14;None;s;ready to depart;move_forward
6;14;None;e;waiting;wait
7;14;None;n;waiting;wait
8;14;(48, 24);w;moving;move_forward
9;14;None;s;waiting;wait
0;15;(73, 62);n;moving;move_forward
1;15;None;n;waiting;wait
2;15;None;n;waiting;wait
3;15;None;w;waiting;wait
4;15;None;n;waiting;wait
5;15;(58, 72);s;moving;move_forward
6;15;None;e;waiting;wait
7;15;None;n;waiting;wait
8;15;(48, 23);w;moving;move_forward
9;15;None;s;waiting;wait
0;16;(73, 63);e;moving;move_forward
1;16;None;n;waiting;wait
2;16;None;n;waiting;wait
3;16;None;w;waiting;wait
4;16;None;n;waiting;wait
5;16;(59, 72);s;moving;move_forward
6;16;None;e;waiting;wait
7;16;None;n;waiting;wait
8;16;(48, 22);w;moving;move_forward
9;16;None;s;waiting;wait
0;17;(72, 63);n;moving;move_right
1;17;None;n;ready to depart;move_forward
2;17;None;n;waiting;wait
3;17;None;w;waiting;wait
4;17;None;n;waiting;wait
5;17;(60, 72);s;moving;move_forward
6;17;None;e;waiting;wait
7;17;None;n;waiting;wait
8;17;(48, 21);w;moving;move_forward
9;17;None;s;waiting;wait
0;18;(72, 64);e;moving;move_forward
1;18;(11, 36);n;moving;move_forward
2;18;None;n;waiting;wait
3;18;None;w;waiting;wait
4;18;None;n;waiting;wait
5;18;(61, 72);s;moving;move_right
6;18;None;e;waiting;wait
7;18;None;n;waiting;wait
8;18;(47, 21);n;moving;move_forward
9;18;None;s;waiting;wait
0;19;(71, 64);n;moving;move_forward
1;19;(10, 36);n;moving;move_forward
2;19;None;n;waiting;wait
3;19;None;w;waiting;wait
4;19;None;n;ready to depart;move_forward
5;19;(61, 71);w;moving;move_forward
6;19;None;e;waiting;wait
7;19;None;n;waiting;wait
8;19;(46, 21);n;moving;move_forward
9;19;None;s;waiting;wait
0;20;(70, 64);n;moving;move_forward
1;20;(9, 36);n;moving;move_forward
2;20;None;n;waiting;wait
3;20;None;w;waiting;wait
4;20;(11, 34);n;moving;move_forward
5;20;(62, 71);s;moving;move_forward
6;20;None;e;waiting;wait
7;20;None;n;waiting;wait
8;20;(45, 21);n;moving;move_forward
9;20;None;s;waiting;wait
0;21;(69, 64);n;moving;move_forward
1;21;(8, 36);n;moving;move_forward
2;21;None;n;waiting;wait
3;21;None;w;waiting;wait
4;21;(10, 34);n;moving;wait
5;21;(63, 71);s;moving;move_forward
6;21;None;e;waiting;wait
7;21;None;n;waiting;wait
8;21;(44, 21);n;moving;move_forward
9;21;None;s;waiting;wait
0;22;(68, 64);n;moving;move_right
1;22;(7, 36);n;moving;move_forward
2;22;None;n;waiting;wait
3;22;None;w;waiting;wait
4;22;(10, 34);n;stopped;move_forward
5;22;(64, 71);s;moving;move_right
6;22;None;e;waiting;wait
7;22;None;n;waiting;wait
8;22;(43, 21);n;moving;move_right
9;22;None;s;waiting;wait
0;23;(68, 65);e;moving;move_forward
1;23;(6, 36);n;moving;move_forward
2;23;None;n;ready to depart;move_forward
3;23;None;w;waiting;wait
4;23;(10, 35);e;moving;move_forward
5;23;(64, 70);w;moving;move_forward
6;23;None;e;waiting;wait
7;23;None;n;waiting;wait
8;23;(43, 22);e;moving;move_forward
9;23;None;s;waiting;wait
0;24;(68, 66);e;moving;move_forward
1;24;(6, 37);e;moving;move_forward
2;24;(11, 34);n;moving;wait
3;24;None;w;waiting;wait
4;24;(9, 35);n;moving;move_right
5;24;(64, 69);w;moving;move_forward
6;24;None;e;waiting;wait
7;24;None;n;waiting;wait
8;24;(42, 22);n;moving;move_forward
9;24;None;s;waiting;wait
0;25;(68, 67);e;moving;move_forward
1;25;(6, 38);e;moving;move_forward
2;25;(11, 34);n;stopped;wait
3;25;None;w;waiting;wait
4;25;(9, 36);e;moving;move_forward
5;25;(64, 68);w;moving;move_forward
6;25;None;e;waiting;wait
7;25;None;n;waiting;wait
8;25;(41, 22);n;moving;move_forward
9;25;None;s;waiting;wait
0;26;(67, 67);n;moving;move_forward
1;26;(6, 39);e;moving;move_forward
2;26;(11, 34);n;stopped;wait
3;26;None;w;waiting;wait
4;26;(8, 36);n;moving;move_forward
5;26;(64, 67);w;moving;move_forward
6;26;None;e;waiting;wait
7;26;None;n;waiting;wait
8;26;(40, 22);n;moving;move_forward
9;26;None;s;ready to depart;move_forward
0;27;(66, 67);n;moving;move_forward
1;27;(6, 40);e;moving;move_forward
2;27;(11, 34);n;stopped;wait
3;27;None;w;waiting;wait
4;27;(7, 36);n;moving;wait
5;27;(64, 66);w;moving;move_forward
6;27;None;e;waiting;wait
7;27;None;n;waiting;wait
8;27;(39, 22);n;moving;move_forward
9;27;(74, 64);s;moving;wait
0;28;(66, 68);e;moving;move_forward
1;28;(7, 40);s;moving;move_forward
2;28;(11, 34);n;stopped;wait
3;28;None;w;waiting;wait
4;28;(7, 36);n;stopped;wait
5;28;(64, 65);w;moving;move_forward
6;28;None;e;waiting;wait
7;28;None;n;waiting;wait
8;28;(38, 22);n;moving;move_forward
9;28;(74, 64);s;stopped;wait
0;29;(66, 69);e;moving;move_forward
1;29;(8, 40);s;moving;move_forward
2;29;(11, 34);n;stopped;wait
3;29;None;w;waiting;wait
4;29;(7, 36);n;stopped;move_forward
5;29;(64, 64);w;moving;move_forward
6;29;None;e;waiting;wait
7;29;None;n;waiting;wait
8;29;(37, 22);n;moving;move_forward
9;29;(74, 64);s;stopped;wait
0;30;(65, 69);n;moving;move_forward
1;30;(9, 40);s;moving;move_forward
2;30;(11, 34);n;stopped;wait
3;30;None;w;waiting;wait
4;30;(6, 36);n;moving;move_forward
5;30;(65, 64);s;moving;move_forward
6;30;None;e;waiting;wait
7;30;None;n;waiting;wait
8;30;(36, 22);n;moving;move_forward
9;30;(74, 64);s;stopped;wait
0;31;(65, 70);e;moving;move_forward
1;31;(10, 40);s;moving;move_forward
2;31;(11, 34);n;stopped;wait
3;31;None;w;waiting;wait
4;31;(6, 37);e;moving;wait
5;31;(66, 64);s;moving;move_forward
6;31;None;e;waiting;wait
7;31;None;n;waiting;wait
8;31;(35, 22);n;moving;wait
9;31;(74, 64);s;stopped;wait
0;32;(65, 71);e;moving;move_forward
1;32;(11, 40);s;moving;move_forward
2;32;(11, 34);n;stopped;wait
3;32;None;w;waiting;wait
4;32;(6, 37);e;stopped;move_forward
5;32;(67, 64);s;moving;move_forward
6;32;None;e;waiting;wait
7;32;None;n;waiting;wait
8;32;(35, 22);n;stopped;wait
9;32;(74, 64);s;stopped;wait
0;33;(64, 71);n;moving;move_forward
1;33;(12, 40);s;moving;move_forward
2;33;(11, 34);n;stopped;wait
3;33;None;w;waiting;wait
4;33;(6, 38);e;moving;wait
5;33;(68, 64);s;moving;move_forward
6;33;None;e;waiting;wait
7;33;None;n;waiting;wait
8;33;(35, 22);n;stopped;wait
9;33;(74, 64);s;stopped;wait
0;34;(63, 71);n;moving;move_forward
1;34;(13, 40);s;moving;move_forward
2;34;(11, 34);n;stopped;wait
3;34;None;w;waiting;wait
4;34;(6, 38);e;stopped;move_forward
5;34;(69, 64);s;moving;move_forward
6;34;None;e;waiting;wait
7;34;None;n;waiting;wait
8;34;(35, 22);n;stopped;wait
9;34;(74, 64);s;stopped;wait
0;35;(62, 71);n;moving;move_forward
1;35;(14, 40);s;moving;move_forward
2;35;(11, 34);n;stopped;wait
3;35;None;w;waiting;wait
4;35;(6, 39);e;moving;move_forward
5;35;(70, 64);s;moving;move_forward
6;35;None;e;waiting;wait
7;35;None;n;waiting;wait
8;35;(35, 22);n;stopped;wait
9;35;(74, 64);s;stopped;wait
0;36;(61, 71);n;moving;move_forward
1;36;(15, 40);s;moving;move_forward
2;36;(11, 34);n;stopped;wait
3;36;None;w;waiting;wait
4;36;(6, 40);e;moving;move_forward
5;36;(71, 64);s;moving;move_forward
6;36;None;e;waiting;wait
7;36;None;n;waiting;wait
8;36;(35, 22);n;stopped;move_forward
9;36;(74, 64);s;stopped;wait
0;37;(60, 71);n;moving;move_forward
1;37;(16, 40);s;moving;move_right
2;37;(11, 34);n;stopped;wait
3;37;None;w;waiting;wait
4;37;(7, 40);s;moving;move_forward
5;37;(72, 64);s;moving;move_right
6;37;None;e;waiting;wait
7;37;None;n;waiting;wait
8;37;(34, 22);n;moving;move_forward
9;37;(74, 64);s;stopped;wait
0;38;(59, 71);n;moving;move_forward
1;38;(16, 39);w;moving;move_forward
2;38;(11, 34);n;stopped;wait
3;38;None;w;waiting;wait
4;38;(8, 40);s;moving;move_forward
