agent;timestep;position;direction;status;given_command
0;0;None;s;waiting;wait
0;1;None;s;ready to depart;move_forward
0;2;(7, 25);s;moving;wait
0;3;(7, 25);s;stopped;wait
0;4;(7, 25);s;stopped;wait
0;5;(7, 25);s;stopped;move_forward
0;6;(7, 25);s;moving;wait
0;7;(7, 25);s;stopped;wait
0;8;(7, 25);s;stopped;move_left
0;9;(8, 25);s;moving;wait
0;10;(8, 25);s;stopped;move_forward
0;11;(8, 25);s;moving;wait
0;12;(8, 25);s;stopped;wait
0;13;(8, 25);s;stopped;wait
0;14;(8, 25);s;stopped;wait
0;15;(8, 25);s;stopped;wait
0;16;(8, 25);s;stopped;wait
0;17;(8, 25);s;stopped;wait
0;18;(8, 25);s;stopped;wait
0;19;(8, 25);s;stopped;move_forward
0;20;(9, 25);s;moving;wait
0;21;(9, 25);s;stopped;move_forward
0;22;(9, 25);s;moving;wait
0;23;(9, 25);s;stopped;move_forward
0;24;(10, 25);s;moving;wait
0;25;(10, 25);s;stopped;move_right
0;26;(10, 25);s;moving;wait
0;27;(10, 25);s;stopped;move_left
0;28;(11, 25);s;moving;wait
0;29;(11, 25);s;stopped;move_forward
0;30;(11, 25);s;moving;wait
0;31;(11, 25);s;stopped;move_forward
0;32;(12, 25);s;moving;wait
0;33;(12, 25);s;stopped;move_forward
0;34;(12, 25);s;moving;wait
0;35;(12, 25);s;stopped;wait
0;36;(12, 25);s;stopped;move_forward
0;37;(13, 25);s;moving;wait
0;38;(13, 25);s;stopped;move_forward
0;39;(13, 25);s;moving;wait
0;40;(13, 25);s;stopped;move_forward
0;41;(14, 25);s;moving;wait
0;42;(14, 25);s;stopped;wait
0;43;(14, 25);s;stopped;move_forward
0;44;(14, 25);s;moving;wait
0;45;(14, 25);s;stopped;move_left
0;46;(15, 25);s;moving;wait
0;47;(15, 25);s;stopped;wait
0;48;(15, 25);s;stopped;wait
0;49;(15, 25);s;stopped;wait
0;50;(15, 25);s;stopped;wait
0;51;(15, 25);s;stopped;wait
0;52;(15, 25);s;stopped;move_forward
0;53;(15, 25);s;moving;wait
0;54;(15, 25);s;stopped;move_forward
0;55;(16, 25);s;moving;wait
