agent;timestep;position;direction;status;given_command
1;0;None;s;waiting;move_forward
1;1;None;s;waiting;move_forward
1;2;None;s;waiting;move_forward
1;3;None;s;ready to depart;move_forward
1;4;(23, 23);s;moving;move_forward
1;5;(24, 23);s;moving;move_forward
1;6;(24, 24);e;moving;move_forward
1;7;(25, 24);s;moving;move_forward
0;8;None;e;waiting;move_forward
1;8;(26, 24);s;moving;move_forward
0;9;None;e;waiting;wait
1;9;(27, 24);s;moving;move_forward
0;10;None;e;waiting;wait
1;10;(28, 24);s;moving;move_forward
0;11;None;e;ready to depart;wait
1;11;(28, 23);w;moving;move_forward
0;12;None;e;ready to depart;wait
1;12;(28, 22);w;moving;move_right
0;13;None;e;ready to depart;wait
1;13;(28, 21);w;moving;move_forward
0;14;None;e;ready to depart;wait
1;14;(28, 20);w;moving;move_forward
0;15;None;e;ready to depart;wait
1;15;(28, 19);w;moving;move_forward
0;16;None;e;ready to depart;wait
1;16;(28, 18);w;moving;move_forward
0;17;None;e;ready to depart;wait
1;17;(27, 18);n;moving;move_forward
0;18;None;e;ready to depart;wait
1;18;(26, 18);n;moving;move_forward
0;19;None;e;ready to depart;wait
1;19;(25, 18);n;moving;move_forward
0;20;None;e;ready to depart;wait
1;20;(24, 18);n;moving;move_forward
0;21;None;e;ready to depart;wait
1;21;(23, 18);n;moving;move_forward
0;22;None;e;ready to depart;wait
1;22;(22, 18);n;moving;move_left
0;23;None;e;ready to depart;wait
1;23;(21, 18);n;moving;move_forward
0;24;None;e;ready to depart;wait
1;24;(20, 18);n;moving;wait
0;25;None;e;ready to depart;wait
1;25;(20, 18);n;stopped;move_forward
0;26;None;e;ready to depart;wait
1;26;(19, 18);n;moving;move_forward
0;27;None;e;ready to depart;wait
1;27;(18, 18);n;moving;move_forward
0;28;None;e;ready to depart;wait
1;28;(17, 18);n;moving;wait
0;29;None;e;ready to depart;wait
1;29;(17, 18);n;stopped;wait
0;30;None;e;ready to depart;wait
1;30;(17, 18);n;stopped;wait
0;31;None;e;ready to depart;wait
1;31;(17, 18);n;stopped;wait
0;32;None;e;ready to depart;wait
1;32;(17, 18);n;stopped;wait
0;33;None;e;ready to depart;wait
1;33;(17, 18);n;stopped;wait
0;34;None;e;ready to depart;wait
1;34;(17, 18);n;stopped;move_right
0;35;None;e;ready to depart;wait
1;35;(16, 18);n;moving;move_forward
0;36;None;e;ready to depart;wait
1;36;(15, 18);n;moving;move_forward
0;37;None;e;ready to depart;wait
1;37;(14, 18);n;moving;wait
0;38;None;e;ready to depart;wait
1;38;(14, 18);n;stopped;move_forward
0;39;None;e;ready to depart;wait
1;39;(13, 18);n;moving;move_forward
0;40;None;e;ready to depart;wait
1;40;(12, 18);n;moving;move_forward
0;41;None;e;ready to depart;wait
1;41;(11, 18);n;moving;move_forward
0;42;None;e;ready to depart;wait
1;42;(10, 18);n;moving;move_forward
0;43;None;e;ready to depart;wait
1;43;(9, 18);n;moving;move_forward
0;44;None;e;ready to depart;wait
1;44;(8, 18);n;moving;wait
0;45;None;e;ready to depart;wait
1;45;(8, 18);n;stopped;move_forward
0;46;None;e;ready to depart;wait
1;46;(7, 18);n;moving;move_forward
0;47;None;e;ready to depart;move_forward
1;47;(6, 18);n;moving;wait
0;48;(14, 12);e;moving;move_forward
1;48;(6, 18);n;stopped;move_forward
0;49;(14, 13);e;moving;move_forward
1;49;(5, 18);n;moving;wait
0;50;(15, 13);s;moving;move_forward
1;50;(5, 18);n;stopped;wait
0;51;(15, 14);e;moving;move_forward
1;51;(5, 18);n;stopped;wait
0;52;(15, 15);e;moving;move_forward
1;52;(5, 18);n;stopped;move_forward
0;53;(15, 16);e;moving;move_forward
1;53;(4, 18);n;moving;move_forward
