agent;timestep;position;direction;status;given_command
0;0;None;e;waiting;wait
1;0;None;s;waiting;wait
0;1;None;e;waiting;wait
1;1;None;s;waiting;wait
0;2;None;e;waiting;wait
1;2;None;s;waiting;wait
0;3;None;e;waiting;wait
1;3;None;s;ready to depart;wait
0;4;None;e;waiting;wait
1;4;None;s;ready to depart;wait
0;5;None;e;waiting;wait
1;5;None;s;ready to depart;wait
0;6;None;e;waiting;wait
1;6;None;s;ready to depart;wait
0;7;None;e;waiting;wait
1;7;None;s;ready to depart;move_forward
0;8;None;e;waiting;wait
1;8;(23, 23);s;moving;move_forward
0;9;None;e;waiting;wait
1;9;(24, 23);s;moving;wait
0;10;None;e;waiting;wait
1;10;(24, 23);s;stopped;wait
0;11;None;e;ready to depart;wait
1;11;(24, 23);s;stopped;wait
0;12;None;e;ready to depart;wait
1;12;(24, 23);s;stopped;wait
0;13;None;e;ready to depart;wait
1;13;(24, 23);s;stopped;wait
0;14;None;e;ready to depart;wait
1;14;(24, 23);s;stopped;wait
0;15;None;e;ready to depart;move_forward
1;15;(24, 23);s;stopped;wait
0;16;(14, 12);e;moving;move_forward
1;16;(24, 23);s;stopped;wait
0;17;(14, 13);e;moving;move_forward
1;17;(24, 23);s;stopped;wait
0;18;(15, 13);s;moving;move_forward
1;18;(24, 23);s;stopped;wait
0;19;(15, 14);e;moving;wait
1;19;(24, 23);s;stopped;wait
0;20;(15, 14);e;stopped;wait
1;20;(24, 23);s;stopped;wait
0;21;(15, 14);e;stopped;wait
1;21;(24, 23);s;stopped;move_forward
0;22;(15, 14);e;stopped;wait
1;22;(24, 24);e;moving;move_forward
0;23;(15, 14);e;stopped;wait
1;23;(25, 24);s;moving;move_forward
0;24;(15, 14);e;stopped;wait
1;24;(26, 24);s;moving;move_forward
0;25;(15, 14);e;stopped;wait
1;25;(27, 24);s;moving;move_forward
0;26;(15, 14);e;stopped;wait
1;26;(28, 24);s;moving;move_forward
0;27;(15, 14);e;stopped;wait
1;27;(28, 23);w;moving;move_forward
0;28;(15, 14);e;stopped;move_forward
1;28;(28, 22);w;moving;move_forward
0;29;(15, 15);e;moving;move_forward
1;29;(28, 21);w;moving;move_forward
0;30;(15, 16);e;moving;move_forward
1;30;(28, 20);w;moving;move_forward
0;31;(15, 17);e;moving;move_forward
1;31;(28, 19);w;moving;move_forward
0;32;(15, 18);e;moving;move_forward
1;32;(28, 18);w;moving;move_forward
0;33;(15, 19);e;moving;move_forward
1;33;(27, 18);n;moving;move_forward
0;34;(16, 19);s;moving;move_forward
1;34;(26, 18);n;moving;move_forward
0;35;(16, 20);e;moving;move_forward
1;35;(25, 18);n;moving;move_forward
0;36;(17, 20);s;moving;move_forward
1;36;(24, 18);n;moving;move_forward
0;37;(18, 20);s;moving;move_forward
1;37;(23, 18);n;moving;move_forward
0;38;(18, 21);e;moving;move_forward
1;38;(22, 18);n;moving;move_forward
0;39;(18, 22);e;moving;move_forward
1;39;(21, 18);n;moving;move_forward
0;40;(18, 23);e;moving;move_forward
1;40;(20, 18);n;moving;move_forward
0;41;(18, 24);e;moving;move_forward
1;41;(19, 18);n;moving;move_left
0;42;(19, 24);s;moving;move_forward
1;42;(19, 17);w;moving;move_forward
0;43;(20, 24);s;moving;move_forward
1;43;(18, 17);n;moving;move_forward
0;44;(21, 24);s;moving;move_forward
1;44;(17, 17);n;moving;move_forward
0;45;(22, 24);s;moving;move_forward
1;45;(16, 17);n;moving;move_forward
0;46;None;s;done;move_forward
1;46;(15, 17);n;moving;move_left
0;47;None;s;done;move_forward
1;47;(15, 16);w;moving;move_forward
0;48;None;s;done;wait
1;48;(15, 15);w;moving;move_left
0;49;None;s;done;wait
1;49;(16, 15);s;moving;move_forward
0;50;None;s;done;wait
1;50;(16, 14);w;moving;move_forward
0;51;None;s;done;wait
1;51;(16, 13);w;moving;move_left
0;52;None;s;done;wait
1;52;(17, 13);s;moving;move_forward
