agent;timestep;position;direction;status;given_command
0;0;None;s;waiting;wait
1;0;None;s;waiting;wait
2;0;None;n;waiting;wait
3;0;None;e;waiting;wait
4;0;None;s;waiting;wait
5;0;None;s;waiting;wait
6;0;None;w;waiting;wait
7;0;None;e;waiting;wait
8;0;None;n;waiting;wait
9;0;None;w;waiting;wait
10;0;None;e;waiting;wait
11;0;None;n;waiting;wait
12;0;None;n;waiting;wait
13;0;None;w;waiting;wait
14;0;None;n;waiting;wait
15;0;None;e;waiting;wait
16;0;None;s;waiting;wait
17;0;None;n;waiting;wait
18;0;None;s;waiting;wait
19;0;None;w;waiting;wait
0;1;None;s;waiting;wait
1;1;None;s;waiting;wait
2;1;None;n;ready to depart;move_forward
3;1;None;e;waiting;wait
4;1;None;s;waiting;wait
5;1;None;s;waiting;wait
6;1;None;w;waiting;wait
7;1;None;e;waiting;wait
8;1;None;n;waiting;wait
9;1;None;w;waiting;wait
10;1;None;e;waiting;wait
11;1;None;n;waiting;wait
12;1;None;n;waiting;wait
13;1;None;w;waiting;wait
14;1;None;n;waiting;wait
15;1;None;e;waiting;wait
16;1;None;s;waiting;wait
17;1;None;n;waiting;wait
18;1;None;s;waiting;wait
19;1;None;w;waiting;wait
0;2;None;s;waiting;wait
1;2;None;s;waiting;wait
2;2;(7, 11);n;moving;move_forward
3;2;None;e;waiting;wait
4;2;None;s;waiting;wait
5;2;None;s;waiting;wait
6;2;None;w;waiting;wait
7;2;None;e;waiting;wait
8;2;None;n;waiting;wait
9;2;None;w;waiting;wait
10;2;None;e;waiting;wait
11;2;None;n;waiting;wait
12;2;None;n;waiting;wait
13;2;None;w;waiting;wait
14;2;None;n;waiting;wait
15;2;None;e;waiting;wait
16;2;None;s;waiting;wait
17;2;None;n;waiting;wait
18;2;None;s;waiting;wait
19;2;None;w;waiting;wait
0;3;None;s;waiting;wait
1;3;None;s;waiting;wait
2;3;(7, 11);n;moving;move_forward
3;3;None;e;waiting;wait
4;3;None;s;waiting;wait
5;3;None;s;waiting;wait
6;3;None;w;waiting;wait
7;3;None;e;waiting;wait
8;3;None;n;waiting;wait
9;3;None;w;waiting;wait
10;3;None;e;waiting;wait
11;3;None;n;waiting;wait
12;3;None;n;waiting;wait
13;3;None;w;waiting;wait
14;3;None;n;waiting;wait
15;3;None;e;waiting;wait
16;3;None;s;waiting;wait
17;3;None;n;waiting;wait
18;3;None;s;waiting;wait
19;3;None;w;waiting;wait
0;4;None;s;waiting;wait
1;4;None;s;waiting;wait
2;4;(6, 11);n;moving;move_forward
3;4;None;e;waiting;wait
4;4;None;s;waiting;wait
5;4;None;s;waiting;wait
6;4;None;w;waiting;wait
7;4;None;e;waiting;wait
8;4;None;n;waiting;wait
9;4;None;w;waiting;wait
10;4;None;e;waiting;wait
11;4;None;n;waiting;wait
12;4;None;n;waiting;wait
13;4;None;w;waiting;wait
14;4;None;n;waiting;wait
15;4;None;e;waiting;wait
16;4;None;s;waiting;wait
17;4;None;n;waiting;wait
18;4;None;s;waiting;wait
19;4;None;w;waiting;wait
0;5;None;s;waiting;wait
1;5;None;s;waiting;wait
2;5;(6, 11);n;moving;move_forward
3;5;None;e;waiting;wait
4;5;None;s;waiting;wait
5;5;None;s;waiting;wait
6;5;None;w;waiting;wait
7;5;None;e;waiting;wait
8;5;None;n;waiting;wait
9;5;None;w;waiting;wait
10;5;None;e;waiting;wait
11;5;None;n;waiting;wait
12;5;None;n;waiting;wait
13;5;None;w;waiting;wait
14;5;None;n;waiting;wait
15;5;None;e;waiting;wait
16;5;None;s;waiting;wait
17;5;None;n;waiting;wait
18;5;None;s;waiting;wait
19;5;None;w;waiting;wait
0;6;None;s;waiting;wait
1;6;None;s;waiting;wait
2;6;(5, 11);n;moving;move_forward
3;6;None;e;waiting;wait
4;6;None;s;waiting;wait
5;6;None;s;waiting;wait
6;6;None;w;waiting;wait
7;6;None;e;waiting;wait
8;6;None;n;waiting;wait
9;6;None;w;waiting;wait
10;6;None;e;waiting;wait
11;6;None;n;waiting;wait
12;6;None;n;waiting;wait
13;6;None;w;waiting;wait
14;6;None;n;waiting;wait
15;6;None;e;waiting;wait
16;6;None;s;waiting;wait
17;6;None;n;waiting;wait
18;6;None;s;waiting;wait
19;6;None;w;waiting;wait
0;7;None;s;waiting;wait
1;7;None;s;waiting;wait
2;7;(5, 11);n;moving;move_forward
3;7;None;e;waiting;wait
4;7;None;s;waiting;wait
5;7;None;s;waiting;wait
6;7;None;w;waiting;wait
7;7;None;e;waiting;wait
8;7;None;n;waiting;wait
9;7;None;w;waiting;wait
10;7;None;e;waiting;wait
11;7;None;n;waiting;wait
12;7;None;n;waiting;wait
13;7;None;w;waiting;wait
14;7;None;n;waiting;wait
15;7;None;e;waiting;wait
16;7;None;s;waiting;wait
17;7;None;n;waiting;wait
18;7;None;s;waiting;wait
19;7;None;w;waiting;wait
0;8;None;s;waiting;wait
1;8;None;s;waiting;wait
2;8;(4, 11);n;moving;move_forward
3;8;None;e;waiting;wait
4;8;None;s;waiting;wait
5;8;None;s;waiting;wait
6;8;None;w;waiting;wait
7;8;None;e;waiting;wait
8;8;None;n;waiting;wait
9;8;None;w;waiting;wait
10;8;None;e;waiting;wait
11;8;None;n;waiting;wait
12;8;None;n;waiting;wait
13;8;None;w;waiting;wait
14;8;None;n;waiting;wait
15;8;None;e;waiting;wait
16;8;None;s;waiting;wait
17;8;None;n;waiting;wait
18;8;None;s;waiting;wait
19;8;None;w;waiting;wait
0;9;None;s;waiting;wait
1;9;None;s;waiting;wait
2;9;(4, 11);n;moving;move_forward
3;9;None;e;waiting;wait
4;9;None;s;waiting;wait
5;9;None;s;waiting;wait
6;9;None;w;waiting;wait
7;9;None;e;waiting;wait
8;9;None;n;waiting;wait
9;9;None;w;waiting;wait
10;9;None;e;waiting;wait
11;9;None;n;waiting;wait
12;9;None;n;waiting;wait
13;9;None;w;waiting;wait
14;9;None;n;waiting;wait
15;9;None;e;waiting;wait
16;9;None;s;waiting;wait
17;9;None;n;waiting;wait
18;9;None;s;waiting;wait
19;9;None;w;waiting;wait
0;10;None;s;waiting;wait
