agent;timestep;position;direction;status;given_command
0;0;None;e;waiting;wait
1;0;None;s;waiting;wait
0;1;None;e;waiting;wait
1;1;None;s;waiting;wait
0;2;None;e;waiting;wait
1;2;None;s;waiting;wait
0;3;None;e;waiting;wait
1;3;None;s;ready to depart;move_forward
0;4;None;e;waiting;wait
1;4;(23, 23);s;moving;move_forward
0;5;None;e;waiting;wait
1;5;(24, 23);s;moving;move_forward
0;6;None;e;waiting;wait
1;6;(24, 24);e;moving;move_forward
0;7;None;e;waiting;wait
1;7;(25, 24);s;moving;move_left
0;8;None;e;waiting;wait
1;8;(25, 25);e;moving;wait
0;9;None;e;waiting;wait
1;9;(25, 25);e;stopped;move_forward
0;10;None;e;waiting;wait
1;10;(26, 25);s;moving;move_forward
0;11;None;e;ready to depart;move_forward
1;11;(27, 25);s;moving;move_forward
0;12;(14, 12);e;moving;move_forward
1;12;(28, 25);s;moving;move_forward
0;13;(14, 13);e;moving;move_forward
1;13;(28, 24);w;moving;move_forward
0;14;(15, 13);s;moving;move_forward
1;14;(28, 23);w;moving;wait
0;15;(15, 14);e;moving;move_forward
1;15;(28, 23);w;stopped;move_forward
0;16;(15, 15);e;moving;move_forward
1;16;(28, 22);w;moving;wait
0;17;(15, 16);e;moving;move_forward
1;17;(28, 22);w;stopped;wait
0;18;(15, 17);e;moving;move_right
1;18;(28, 22);w;stopped;move_forward
0;19;(16, 17);s;moving;move_forward
1;19;(28, 21);w;moving;move_forward
0;20;(17, 17);s;moving;move_forward
1;20;(28, 20);w;moving;move_forward
0;21;(18, 17);s;moving;move_forward
1;21;(28, 19);w;moving;move_right
0;22;(19, 17);s;moving;move_forward
1;22;(27, 19);n;moving;move_forward
0;23;(19, 18);e;moving;move_forward
1;23;(26, 19);n;moving;move_forward
0;24;(20, 18);s;moving;move_forward
1;24;(25, 19);n;moving;move_forward
0;25;(21, 18);s;moving;move_forward
1;25;(24, 19);n;moving;wait
0;26;(22, 18);s;moving;move_forward
1;26;(24, 19);n;stopped;move_forward
0;27;(23, 18);s;moving;move_forward
1;27;(23, 19);n;moving;move_forward
0;28;(24, 18);s;moving;move_forward
1;28;(22, 19);n;moving;move_forward
0;29;(25, 18);s;moving;move_forward
1;29;(21, 19);n;moving;move_forward
0;30;(26, 18);s;moving;move_forward
1;30;(21, 18);w;moving;move_forward
0;31;(27, 18);s;moving;move_forward
1;31;(20, 18);n;moving;wait
0;32;(28, 18);s;moving;move_forward
1;32;(20, 18);n;stopped;wait
0;33;(28, 19);e;moving;move_forward
1;33;(20, 18);n;stopped;wait
0;34;(28, 20);e;moving;move_forward
1;34;(20, 18);n;stopped;wait
0;35;(28, 21);e;moving;move_forward
1;35;(20, 18);n;stopped;wait
0;36;(28, 22);e;moving;move_forward
1;36;(20, 18);n;stopped;move_forward
0;37;(28, 23);e;moving;move_forward
1;37;(19, 18);n;moving;move_left
0;38;(28, 24);e;moving;move_left
1;38;(19, 17);w;moving;wait
0;39;(27, 24);n;moving;move_forward
1;39;(19, 17);w;stopped;wait
0;40;(26, 24);n;moving;move_forward
1;40;(19, 17);w;stopped;move_forward
0;41;(25, 24);n;moving;move_forward
1;41;(18, 17);n;moving;move_forward
0;42;(24, 24);n;moving;move_forward
1;42;(17, 17);n;moving;move_forward
0;43;None;n;done;wait
1;43;(16, 17);n;moving;move_forward
0;44;None;n;done;wait
1;44;(15, 17);n;moving;move_left
0;45;None;n;done;wait
1;45;(15, 16);w;moving;move_forward
0;46;None;n;done;move_forward
1;46;(15, 15);w;moving;move_left
0;47;None;n;done;move_forward
1;47;(16, 15);s;moving;move_forward
0;48;None;n;done;move_right
1;48;(16, 14);w;moving;move_forward
0;49;None;n;done;wait
1;49;(16, 13);w;moving;wait
0;50;None;n;done;move_forward
1;50;(16, 13);w;stopped;wait
0;51;None;n;done;move_forward
1;51;(16, 13);w;stopped;move_left
0;52;None;n;done;move_forward
1;52;(17, 13);s;moving;move_forward
