agent;timestep;position;direction;status;given_command
0;0;None;s;waiting;wait
0;1;None;s;ready to depart;move_forward
0;2;(7, 25);s;moving;move_forward
0;3;(7, 25);s;moving;move_forward
0;4;(8, 25);s;moving;move_forward
0;5;(8, 25);s;moving;move_forward
0;6;(9, 25);s;moving;move_forward
0;7;(9, 25);s;moving;move_forward
0;8;(10, 25);s;moving;move_forward
0;9;(10, 25);s;moving;move_forward
0;10;(11, 25);s;moving;move_right
0;11;(11, 25);s;moving;move_right
0;12;(11, 24);w;moving;move_forward
0;13;(11, 24);w;moving;move_forward
0;14;(11, 23);w;moving;move_forward
0;15;(11, 23);w;moving;move_forward
0;16;(11, 22);w;moving;move_forward
0;17;(11, 22);w;moving;move_forward
0;18;(11, 21);w;moving;move_forward
0;19;(11, 21);w;moving;move_forward
0;20;(12, 21);s;moving;move_forward
0;21;(12, 21);s;moving;move_forward
0;22;(13, 21);s;moving;move_forward
0;23;(13, 21);s;moving;move_forward
0;24;(13, 20);w;moving;move_forward
0;25;(13, 20);w;moving;move_forward
0;26;(14, 20);s;moving;move_forward
0;27;(14, 20);s;moving;move_forward
0;28;(15, 20);s;moving;move_left
0;29;(15, 20);s;moving;move_left
0;30;(15, 21);e;moving;move_forward
0;31;(15, 21);e;moving;move_forward
0;32;(16, 21);s;moving;move_forward
0;33;(16, 21);s;moving;move_forward
