agent;timestep;position;direction;status;given_command
0;0;None;s;waiting;wait
1;0;None;s;waiting;wait
0;1;None;s;waiting;wait
1;1;None;s;waiting;wait
0;2;None;s;waiting;wait
1;2;None;s;waiting;wait
0;3;None;s;waiting;wait
1;3;None;s;waiting;wait
0;4;None;s;waiting;wait
1;4;None;s;waiting;wait
0;5;None;s;waiting;wait
1;5;None;s;ready to depart;move_forward
0;6;None;s;ready to depart;move_forward
1;6;(5, 23);s;moving;move_forward
0;7;(17, 11);s;moving;move_forward
1;7;(6, 23);s;moving;move_forward
0;8;(17, 11);s;moving;move_forward
1;8;(7, 23);s;moving;move_forward
0;9;(18, 11);s;moving;move_forward
1;9;(8, 23);s;moving;move_forward
0;10;(18, 11);s;moving;move_forward
1;10;(9, 23);s;moving;move_forward
0;11;(19, 11);s;moving;move_forward
1;11;(10, 23);s;moving;move_right
0;12;(19, 11);s;moving;move_forward
1;12;(10, 22);w;moving;move_forward
0;13;(20, 11);s;moving;move_forward
1;13;(10, 21);w;moving;move_forward
0;14;(20, 11);s;moving;move_forward
1;14;(10, 20);w;moving;move_forward
0;15;(21, 11);s;moving;move_forward
1;15;(10, 19);w;moving;move_forward
0;16;(21, 11);s;moving;move_forward
1;16;(10, 18);w;moving;move_forward
0;17;(22, 11);s;moving;move_forward
1;17;(10, 17);w;moving;move_forward
0;18;(22, 11);s;moving;move_forward
1;18;(10, 16);w;moving;move_forward
0;19;(22, 12);e;moving;move_forward
1;19;(10, 15);w;moving;move_forward
0;20;(22, 12);e;moving;move_forward
1;20;(10, 14);w;moving;move_forward
0;21;(22, 13);e;moving;move_forward
1;21;(10, 13);w;moving;move_forward
0;22;(22, 13);e;moving;move_forward
1;22;(10, 12);w;moving;move_forward
0;23;(22, 14);e;moving;move_forward
1;23;(11, 12);s;moving;move_forward
0;24;(22, 14);e;moving;move_forward
1;24;(12, 12);s;moving;move_forward
0;25;(22, 15);e;moving;move_forward
1;25;(12, 11);w;moving;move_forward
0;26;(22, 15);e;moving;move_forward
1;26;(13, 11);s;moving;move_forward
0;27;(22, 16);e;moving;move_forward
1;27;(14, 11);s;moving;move_left
0;28;(22, 16);e;moving;move_forward
1;28;(14, 12);e;moving;move_forward
0;29;(22, 17);e;moving;move_forward
1;29;(15, 12);s;moving;move_forward
0;30;(22, 17);e;moving;move_forward
1;30;(16, 12);s;moving;move_forward
0;31;(22, 18);e;moving;move_forward
0;32;(22, 18);e;moving;move_forward
0;33;(21, 18);n;moving;move_forward
0;34;(21, 18);n;moving;move_forward
0;35;(21, 19);e;moving;move_forward
0;36;(21, 19);e;moving;move_forward
0;37;(20, 19);n;moving;move_forward
0;38;(20, 19);n;moving;move_forward
0;39;(19, 19);n;moving;move_forward
0;40;(19, 19);n;moving;move_forward
0;41;(19, 20);e;moving;move_forward
0;42;(19, 20);e;moving;move_forward
0;43;(19, 21);e;moving;move_forward
0;44;(19, 21);e;moving;move_forward
0;45;(18, 21);n;moving;move_forward
0;46;(18, 21);n;moving;move_forward
0;47;(18, 22);e;moving;move_forward
0;48;(18, 22);e;moving;move_forward
0;49;(17, 22);n;moving;move_forward
0;50;(17, 22);n;moving;move_forward
0;51;(16, 22);n;moving;move_forward
0;52;(16, 22);n;moving;move_forward
0;53;(15, 22);n;moving;move_forward
0;54;(15, 22);n;moving;move_forward
0;55;(14, 22);n;moving;move_forward
0;56;(14, 22);n;moving;move_forward
0;57;(13, 22);n;moving;move_forward
0;58;(13, 22);n;moving;move_forward
0;59;(12, 22);n;moving;move_forward
0;60;(12, 22);n;moving;move_forward
0;61;(12, 23);e;moving;move_forward
0;62;(12, 23);e;moving;move_forward
0;63;(11, 23);n;moving;move_forward
0;64;(11, 23);n;moving;move_forward
0;65;(10, 23);n;moving;move_forward
0;66;(10, 23);n;moving;move_forward
0;67;(9, 23);n;moving;move_forward
0;68;(9, 23);n;moving;move_forward
0;69;(8, 23);n;moving;move_right
0;70;(8, 23);n;moving;move_right
0;71;(8, 24);e;moving;move_forward
0;72;(8, 24);e;moving;move_forward
0;73;(7, 24);n;moving;move_forward
0;74;(7, 24);n;moving;move_forward
0;75;(6, 24);n;moving;move_forward
0;76;(6, 24);n;moving;move_forward
