agent;timestep;position;direction;status;given_command
0;0;None;w;waiting;wait
0;1;None;w;waiting;wait
0;2;None;w;waiting;wait
0;3;None;w;ready to depart;move_forward
0;4;(14, 6);w;moving;move_forward
0;5;(14, 5);w;moving;move_forward
0;6;(15, 5);s;moving;move_forward
0;7;(15, 4);w;moving;move_forward
0;8;(15, 3);w;moving;move_forward
0;9;(15, 2);w;moving;move_forward
0;10;(15, 1);w;moving;move_forward
0;11;(16, 1);s;moving;move_forward
0;12;(17, 1);s;moving;move_forward
0;13;(18, 1);s;moving;move_forward
0;14;(19, 1);s;moving;move_forward
0;15;(20, 1);s;moving;move_forward
0;16;(20, 2);e;moving;move_forward
0;17;(20, 3);e;moving;move_forward
0;18;(21, 3);s;moving;move_forward
0;19;(21, 4);e;moving;move_forward
0;20;(21, 5);e;moving;move_forward
0;21;(21, 6);e;moving;move_forward
0;22;(21, 7);e;moving;move_forward
0;23;(21, 8);e;moving;move_forward
0;24;(21, 9);e;moving;move_forward
0;25;(21, 10);e;moving;move_forward
0;26;(21, 11);e;moving;move_forward
0;27;(21, 12);e;moving;move_forward
0;28;(21, 13);e;moving;move_forward
0;29;(21, 14);e;moving;move_forward
0;30;(21, 15);e;moving;move_forward
0;31;(21, 16);e;moving;move_forward
0;32;(22, 16);s;moving;move_forward
0;33;(23, 16);s;moving;move_forward
0;34;(24, 16);s;moving;move_forward
0;35;(24, 17);e;moving;move_forward
0;36;(24, 18);e;moving;move_right
0;37;(25, 18);s;moving;move_forward
0;38;(25, 19);e;moving;move_forward
0;39;(25, 20);e;moving;move_right
0;40;(26, 20);s;moving;move_forward
